,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
2085,NY,New York,2,H8NY04050,,Patricia,Maher,"Maher, Patricia",D,"30,01%",,,,,,
2086,NY,New York,2,H4NY02061,,William D.,Stevenson,"Stevenson, William D.",GRE,"1,64%",,,,,,
2087,NY,New York,2,n/a,,,Scattered,Scattered,W,"0,04%",,,,,,
2088,NY,New York,2,n/a,,,,,,,,,,,,
2089,NY,New York,,n/a,,,,,,,,,,,,
2090,NY,New York,3,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",D,"48,91%",,,,,,
2091,NY,New York,3,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",IDP,"2,71%",,,,,,
2092,NY,New York,3,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",WF,"3,16%",,,,,,
2093,NY,New York,3,H4NY03077,,Grant M.,Lally,"Lally, Grant M.",R,"38,46%",,,,,,
2094,NY,New York,3,H0NY02176,,Stephen A.,Labate,"Labate, Stephen A.",R,,,,,,,
2095,NY,New York,3,n/a,,,,,R,,,,,,,
2096,NY,New York,3,H4NY03077,,Grant M.,Lally,"Lally, Grant M.",CRV/LIB,"6,72%",,,,,,
2097,NY,New York,3,n/a,,,Scattered,Scattered,W,"0,05%",,,,,,
2098,NY,New York,3,n/a,,,,,,,,,,,,
2099,NY,New York,,n/a,,,,,,,,,,,,
2100,NY,New York,4,H4NY04075,,Kathleen M.,Rice,"Rice, Kathleen M.",WF,"3,54%",,,,,,
2101,NY,New York,4,H4NY04075,,Kathleen M.,Rice,"Rice, Kathleen M.",D,"49,25%",,,,,,
2102,NY,New York,4,H4NY04067,,Kevan M.,Abrahams,"Abrahams, Kevan M.",D,,,,,,,
2103,NY,New York,4,n/a,,,,,D,,,,,,,
2104,NY,New York,4,H4NY04091,,Bruce A.,Blakeman,"Blakeman, Bruce A.",R/TRP,"39,87%",,,,,,
2105,NY,New York,4,H0NY04057,,Frank J.,Scaturro,"Scaturro, Frank J.",R,,,,,,,
2106,NY,New York,4,n/a,,,,,R,,,,,,,
2107,NY,New York,4,H4NY04091,,Bruce A.,Blakeman,"Blakeman, Bruce A.",IDP,"1,43%",,,,,,
2108,NY,New York,4,H4NY04091,,Bruce A.,Blakeman,"Blakeman, Bruce A.",CRV,"5,81%",,,,,,
2109,NY,New York,4,n/a,,,Opportunity to Ballot,Opportunity to Ballot,CRV,,,,,,,
2110,NY,New York,4,n/a,,,,,CRV,,,,,,,
2111,NY,New York,4,n/a,,,Scattered,Scattered,W,"0,11%",,,,,,
2112,NY,New York,4,n/a,,,,,,,,,,,,
2113,NY,New York,,n/a,,,,,,,,,,,,
2114,NY,New York,5,H8NY06048,(I),Gregory  W.,Meeks,"Meeks, Gregory  W.",D,"94,85%",,,,,,
2115,NY,New York,5,H2NY05092,,Joseph R.,Marthone,"Marthone, Joseph R.",D,,,,,,,
2116,NY,New York,5,n/a,,,,,D,,,,,,,
2117,NY,New York,5,H4NY05106,,Allen F.,Steinhardt,"Steinhardt, Allen F.",AFC,"4,85%",,,,,,
2118,NY,New York,5,n/a,,,Scattered,Scattered,W,"0,30%",,,,,,
2119,NY,New York,5,n/a,,,,,,,,,,,,
2120,NY,New York,,n/a,,,,,,,,,,,,
2121,NY,New York,6,H2NY06116,(I),Grace,Meng,"Meng, Grace",D,"87,96%",,,,,,
2122,NY,New York,6,H2NY06116,(I),Grace,Meng,"Meng, Grace",WF,"10,97%",,,,,,
2123,NY,New York,6,n/a,,,Scattered,,W,"1,06%",,,,,,
2124,NY,New York,6,n/a,,,,,,,,,,,,
2125,NY,New York,,n/a,,,,,,,,,,,,
2126,NY,New York,7,H2NY00010,(I),Nydia M.,Valezquez,"Valezquez, Nydia M.",WF,"14,81%",,,,,,
2127,NY,New York,7,H2NY00010,(I),Nydia M.,Valezquez,"Valezquez, Nydia M.",D,"73,88%",,,,,,
2128,NY,New York,7,H4NY07102,,Jeffrey M.,Kurzon,"Kurzon, Jeffrey M.",D,,,,,,,
2129,NY,New York,7,n/a,,,,,D,,,,,,,
2130,NY,New York,7,H4NY07110,,Jose Luis,Fernandez,,R,"8,95%",,,,,,
2131,NY,New York,7,H6NY12115,,Allan E.,Romaguera,,CRV,"2,19%",,,,,,
2132,NY,New York,7,n/a,,,Scattered,Scattered,W,"0,17%",,,,,,
2133,NY,New York,7,n/a,,,,,,,,,,,,
2134,NY,New York,,n/a,,,,,,,,,,,,
2135,NY,New York,8,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",D,"83,89%",,,,,,
2136,NY,New York,8,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",WF,"8,08%",,,,,,
2137,NY,New York,8,H2NY08120,,Alan,Bellone,"Bellone, Alan ",CRV,"7,94%",,,,,,
2138,NY,New York,8,n/a,,,Scattered,Scattered,W,"0,08%",,,,,,
2139,NY,New York,8,n/a,,,,,,,,,,,,
2140,NY,New York,,n/a,,,,,,,,,,,,
2141,NY,New York,9,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",D,"76,70%",,,,,,
2142,NY,New York,9,H4NY11138,(I),Yvette D.,Clarke,,WF,"12,60%",,,,,,
2143,NY,New York,9,H2NY09110,,Daniel J.,Cavanagh,"Cavanagh, Daniel J.",CRV,"10,51%",,,,,,
2144,NY,New York,9,n/a,,,Scattered,,W,"0,20%",,,,,,
2145,NY,New York,9,n/a,,,,,,,,,,,,
2146,NY,New York,,n/a,,,,,,,,,,,,
2147,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",D,"72,58%",,,,,,
2148,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,,WF,"14,86%",,,,,,
2149,NY,New York,10,H4NY10106,,Ross,Brady,"Brady, Ross",CRV,"11,82%",,,,,,
2150,NY,New York,10,H4NY10114,,Michael J.,Dilger,"Dilger, Michael J.",FEP,"0,54%",,,,,,
2151,NY,New York,10,n/a,,,Scattered,Scattered,W,"0,20%",,,,,,
2152,NY,New York,10,n/a,,,,,,,,,,,,
2153,NY,New York,,n/a,,,,,,,,,,,,
2154,NY,New York,11,H0NY13074,(I),Michael G.,Grimm,"Grimm, Michael G.",R,"44,98%",,,,,,
2155,NY,New York,11,H0NY13074,(I),Michael G.,Grimm,"Grimm, Michael G.",CRV,"7,69%",,,,,,
2156,NY,New York,11,H0NY13074,(I),Michael G.,Grimm,"Grimm, Michael G.",IDP,"2,18%",,,,,,
2157,NY,New York,11,H8NY13069,,"Domenic M., Jr.",Recchia,"Recchia, Domenic M., Jr.",D,"38,59%",,,,,,
2158,NY,New York,11,H8NY13069,,"Domenic M., Jr.",Recchia,"Recchia, Domenic M., Jr.",WF,"3,55%",,,,,,
2159,NY,New York,11,H2NY13062,,Henry J.,Bardel,"Bardel, Henry J.",GRE,"2,50%",,,,,,
2160,NY,New York,11,n/a,,,Scattered,Scattered,W,"0,51%",,,,,,
2161,NY,New York,11,n/a,,,,,,,,,,,,
2162,NY,New York,,n/a,,,,,,,,,,,,
2163,NY,New York,12,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",D,"69,15%",,,,,,
2164,NY,New York,12,H2NY14037,(I),Carolyn B.,Maloney,,WF,"10,72%",,,,,,
2165,NY,New York,12,H4NY12052,,Nicholas S.,Di Iorio,"Di Iorio, Nicholas S.",R,"17,25%",,,,,,
2166,NY,New York,12,H4NY12052,,Nicholas S.,Di Iorio,"Di Iorio, Nicholas S.",CRV,"1,62%",,,,,,
2167,NY,New York,12,H4NY12052,,Nicholas S.,Di Iorio,"Di Iorio, Nicholas S.",IDP,"1,17%",,,,,,
2168,NY,New York,12,n/a,,,Scattered,Scattered,W,"0,08%",,,,,,
2169,NY,New York,12,n/a,,,,,,,,,,,,
2170,NY,New York,,n/a,,,,,,,,,,,,
2171,NY,New York,13,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B.",D,"80,96%",,,,,,
2172,NY,New York,13,H2NY13096,,Adriano,Espaillat,,D,,,,,,,
2173,NY,New York,13,H4NY13050,,"Michael A., Jr.",Walrond,"Walrond, Michael A., Jr.",D,,,,,,,
2174,NY,New York,13,H4NY13084,,Yolanda,Garcia,,D,,,,,,,
2175,NY,New York,13,n/a,,,,,D,,,,,,,
2176,NY,New York,13,H6NY19029,(I),Charles B.,Rangel,"Rangel, Charles B. #",WF,"6,33%",,,,,,
2177,NY,New York,13,H4NY13076,,Daniel Vila,Rivera,"Rivera, Daniel Vila",GRE,"12,52%",,,,,,
2178,NY,New York,13,H4NY13068,,Kenneth D.,Schaeffer,"Schaeffer, Kenneth D. #",WF,,,,,,,
2179,NY,New York,13,n/a,,,Scattered,Scattered,W,"0,19%",,,,,,
2180,NY,New York,13,n/a,,,,,,,,,,,,
2181,NY,New York,,n/a,,,,,,,,,,,,
2182,NY,New York,14,H8NY07046,(I),Joseph,Crowley,,D,"79,31%",,,,,,
2183,NY,New York,14,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",WF,"8,71%",,,,,,
2184,NY,New York,14,H4NY14090,,Elizabeth,Perri,"Perri, Elizabeth",CRV,"11,77%",,,,,,
2185,NY,New York,14,n/a,,,Scattered,Scattered,W,"0,20%",,,,,,
2186,NY,New York,14,n/a,,,,,,,,,,,,
2187,NY,New York,,n/a,,,,,,,,,,,,
2188,NY,New York,15,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",WF,"3,14%",,,,,,
2189,NY,New York,15,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",D,"93,93%",,,,,,
2190,NY,New York,15,H4NY10098,,Sam,Sloan,,D,,,,,,,
2191,NY,New York,15,n/a,,,,,D,,,,,,,
2192,NY,New York,15,H4NY15121,,Eduardo,Ramirez,"Ramirez, Eduardo",CRV,"1,85%",,,,,,
2193,NY,New York,15,H4NY15139,,William,Edstrom,"Edstrom, William  ",GRE,"1,00%",,,,,,
2194,NY,New York,15,n/a,,,Scattered,Scattered,W,"0,07%",,,,,,
2195,NY,New York,15,n/a,,,,,,,,,,,,
2196,NY,New York,,n/a,,,,,,,,,,,,
2197,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,,D,"89,74%",,,,,,
2198,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",WF,"9,53%",,,,,,
2199,NY,New York,16,n/a,,,Scattered,Scattered,W,"0,73%",,,,,,
2200,NY,New York,16,n/a,,,,,,,,,,,,
2201,NY,New York,,n/a,,,,,,,,,,,,
2202,NY,New York,17,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",D,"51,30%",,,,,,
2203,NY,New York,17,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",WF,"5,09%",,,,,,
2204,NY,New York,17,H4NY17135,,Christopher E.,Day,"Day, Christopher E.",R,"36,51%",,,,,,
2205,NY,New York,17,H4NY17135,,Christopher E.,Day,"Day, Christopher E.",CRV,"7,03%",,,,,,
2206,NY,New York,17,n/a,,,Scattered,Scattered,W,"0,07%",,,,,,
2207,NY,New York,17,n/a,,,,,,,,,,,,
2208,NY,New York,,n/a,,,,,,,,,,,,
2209,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",D,"42,57%",,,,,,
2210,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",WF,"7,12%",,,,,,
2211,NY,New York,18,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",R,"37,14%",,,,,,
2212,NY,New York,18,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",CRV,"8,77%",,,,,,
2213,NY,New York,18,H0NY19139,,Nan,Hayworth,"Hayworth, Nan",IDP,"1,91%",,,,,,
2214,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",IDP,,,,,,,
2215,NY,New York,18,n/a,,,,,IDP,,,,,,,
2216,NY,New York,18,H4NY18109,,Scott A.,Smith,"Smith, Scott A.",MSC,"2,40%",,,,,,
2217,NY,New York,18,n/a,,,Scattered,Scattered,W,"0,08%",,,,,,
2218,NY,New York,18,n/a,,,,,,,,,,,,
2219,NY,New York,,n/a,,,,,,,,,,,,
2220,NY,New York,19,H0NY20095,(I),Christopher P.,Gibson,,R,"50,02%",,,,,,
2221,NY,New York,19,H0NY20095,(I),Christopher P.,Gibson,"Gibson, Christopher P.",CRV,"10,00%",,,,,,
2222,NY,New York,19,H0NY20095,(I),Christopher P.,Gibson,"Gibson, Christopher P.",IDP,"4,44%",,,,,,
2223,NY,New York,19,H4NY19115,,Sean S.,Eldridge,"Eldridge, Sean S.",D,"29,65%",,,,,,
2224,NY,New York,19,H4NY19115,,Sean S.,Eldridge,"Eldridge, Sean S.",WF,"5,85%",,,,,,
2225,NY,New York,19,n/a,,,Scattered,Scattered,W,"0,05%",,,,,,
2226,NY,New York,19,n/a,,,,,,,,,,,,
2227,NY,New York,,n/a,,,,,,,,,,,,
2228,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",D,"50,62%",,,,,,
2229,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",IDP,"5,08%",,,,,,
2230,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",WF,"5,52%",,,,,,
2231,NY,New York,20,H4NY20121,,James M.,Fischer,"Fischer, James M.",R,"30,26%",,,,,,
2232,NY,New York,20,H4NY20121,,James M.,Fischer,"Fischer, James M.",CRV,"8,46%",,,,,,
2233,NY,New York,20,n/a,,,Scattered,Scattered,W,"0,06%",,,,,,
2234,NY,New York,20,n/a,,,,,,,,,,,,
2235,NY,New York,,n/a,,,,,,,,,,,,
2236,NY,New York,21,H4NY21079,,Elise M.,Stefanik,"Stefanik, Elise M.",R,"45,58%",,,,,,
2237,NY,New York,21,H0NY23057,,Matthew A.,Doheny,"Doheny, Matthew A.",R,,,,,,,
2238,NY,New York,21,n/a,,,,,R,,,,,,,
2239,NY,New York,21,H4NY21079,,Elise M.,Stefanik,,CRV,"6,99%",,,,,,
2240,NY,New York,21,H4NY21079,,Elise M.,Stefanik,"Stefanik, Elise M. #",IDP,"2,52%",,,,,,
2241,NY,New York,21,H0NY23057,,Matthew A.,Doheny,,IDP,,,,,,,
2242,NY,New York,21,H4NY21103,,Aaron G.,Woolf,"Woolf, Aaron G.",D,"30,42%",,,,,,
2243,NY,New York,21,H4NY21103,,Aaron G.,Woolf,"Woolf, Aaron G.",WF,"3,39%",,,,,,
2244,NY,New York,21,H4NY21111,,Matthew J.,Funiciello,"Funiciello, Matthew J.",GRE,"11,01%",,,,,,
2245,NY,New York,21,n/a,,,Scattered,Scattered,W,"0,08%",,,,,,
2246,NY,New York,21,n/a,,,,,,,,,,,,
2247,NY,New York,,n/a,,,,,,,,,,,,
2248,NY,New York,22,H8NY24066,(I),Richard L.,Hanna,"Hanna, Richard L.",IDP,"12,34%",,,,,,
2249,NY,New York,22,H8NY24066,(I),Richard L.,Hanna,"Hanna, Richard L.",R,"86,09%",,,,,,
2250,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia",R,,,,,,,
2251,NY,New York,22,n/a,,,,,R,,,,,,,
2252,NY,New York,22,n/a,,,Scattered,Scattered,W,"1,58%",,,,,,
2253,NY,New York,22,n/a,,,,,,,,,,,,
2254,NY,New York,,n/a,,,,,,,,,,,,
2255,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",R,"51,44%",,,,,,
2256,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",CRV,"7,58%",,,,,,
2257,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",IDP,"2,64%",,,,,,
2258,NY,New York,23,H4NY23067,,Martha,Robertson,"Robertson, Martha",D,"32,83%",,,,,,
2259,NY,New York,23,H4NY23067,,Martha,Robertson,"Robertson, Martha",WF,"5,46%",,,,,,
2260,NY,New York,23,n/a,,,Scattered,Scattered,W,"0,06%",,,,,,
2261,NY,New York,23,n/a,,,,,,,,,,,,
2262,NY,New York,,n/a,,,,,,,,,,,,
2263,NY,New York,24,H4NY24073,,John M.,Katko,,R,"47,12%",,,,,,
2264,NY,New York,24,H4NY24073,,John M.,Katko,"Katko, John M.",CRV,"8,92%",,,,,,
2265,NY,New York,24,H4NY24073,,John M.,Katko,"Katko, John M.",IDP,"3,43%",,,,,,
2266,NY,New York,24,H6NY25125,(I),Daniel B.,Maffei,"Maffei, Daniel B.",D,"36,46%",,,,,,
2267,NY,New York,24,H6NY25125,(I),Daniel B.,Maffei,"Maffei, Daniel B.",WF,"3,85%",,,,,,
2268,NY,New York,24,n/a,,,Scattered,Scattered,W,"0,22%",,,,,,
2269,NY,New York,24,n/a,,,,,,,,,,,,
2270,NY,New York,,n/a,,,,,,,,,,,,
2271,NY,New York,25,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",D,"45,22%",,,,,,
2272,NY,New York,25,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",WF,"4,94%",,,,,,
2273,NY,New York,25,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",R,"39,38%",,,,,,
2274,NY,New York,25,H4NY29098,,Mark W.,Assini,,CRV,"10,33%",,,,,,
2275,NY,New York,25,n/a,,,Scattered,Scattered,W,"0,12%",,,,,,
2276,NY,New York,25,n/a,,,,,,,,,,,,
2277,NY,New York,,n/a,,,,,,,,,,,,
2278,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",D,"60,59%",,,,,,
2279,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",WF,"7,56%",,,,,,
2280,NY,New York,26,H4NY26052,,Kathleen A.,Weppner,,R,"23,16%",,,,,,
2281,NY,New York,26,H4NY26052,,Kathleen A.,Weppner,"Weppner, Kathleen A.",CRV,"8,69%",,,,,,
2282,NY,New York,26,n/a,,,Scattered,Scattered,W,"0,00%",,,,,,
2283,NY,New York,26,n/a,,,,,,,,,,,,
2284,NY,New York,,n/a,,,,,,,,,,,,
2285,NY,New York,27,H8NY29032,(I),Chris,Collins,"Collins, Chris",R,"53,61%",,,,,,
2286,NY,New York,27,H8NY29032,(I),Chris,Collins,"Collins, Chris",CRV,"13,56%",,,,,,
2287,NY,New York,27,H8NY29032,(I),Chris,Collins,"Collins, Chris",IDP,"3,88%",,,,,,
2288,NY,New York,27,H4NY27118,,James D.,O'Donnell,"O'Donnell, James D.",D,"25,01%",,,,,,
2289,NY,New York,27,H4NY27118,,James D.,O'Donnell,"O'Donnell, James D.",WF,"3,91%",,,,,,
2290,NY,New York,27,n/a,,,Scattered,Scattered,W,"0,03%",,,,,,
2291,NY,New York,27,n/a,,,,,,,,,,,,
2292,NY,New York,,n/a,,,,,,,,,,,,
2293,NY,New York,H,n/a,,,,,,,,,,,,
2294,,,,n/a,,,,,,,,,,,,
2295,NC,North Carolina,1,H4NC01046,(I),G. K.,Butterfield,"Butterfield, G. K.",D,"73,38%",,,,,,
2296,NC,North Carolina,1,H2NC01206,,Dan,Whittacre,"Whittacre, Dan",D,,,,,,,
2297,NC,North Carolina,1,n/a,,,,,D,,,,,,,
2298,NC,North Carolina,1,H4NC01095,,Arthur,Rich,"Rich, Arthur",R,"26,62%",,,,,,
2299,NC,North Carolina,1,H4NC01103,,Brent,Shypulefski,"Shypulefski, Brent",R,,,,,,,
2300,NC,North Carolina,1,n/a,,,,,R,,,,,,,
2301,NC,North Carolina,1,n/a,,,,,,,,,,,,
2302,NC,North Carolina,,n/a,,,,,,,,,,,,
2303,NC,North Carolina,2,H0NC02059,(I),Renee,Ellmers,"Ellmers, Renee",R,"58,83%",,,,,,
2304,NC,North Carolina,2,H0NC04147,,Frank,Roche,"Roche, Frank",R,,,,,,,
2305,NC,North Carolina,2,n/a,,,,,R,,,,,,,
2306,NC,North Carolina,2,H4NC02127,,Clay,Aiken,"Aiken, Clay",D,"41,17%",,,,,,
2307,NC,North Carolina,2,H4NC02119,,Keith,Crisco,"Crisco, Keith",D,,,,,,,
2308,NC,North Carolina,2,H2NC00018,,Toni,Morris,,D,,,,,,,
2309,NC,North Carolina,2,n/a,,,,,D,,,,,,,
2310,NC,North Carolina,2,n/a,,,,,,,,,,,,
2311,NC,North Carolina,,n/a,,,,,,,,,,,,
2312,NC,North Carolina,3,H2NC01081,(I),Walter,Jones,"Jones, Walter",R,"67,81%",,,,,,
2313,NC,North Carolina,3,H4NC03059,,Taylor,Griffin,"Griffin, Taylor",R,,,,,,,
2314,NC,North Carolina,3,H4NC03067,,Al (Big Al),Novinec,,R,,,,,,,
2315,NC,North Carolina,3,n/a,,,,,R,,,,,,,
2316,NC,North Carolina,3,H8NC03043,,Marshall,Adame,"Adame, Marshall",D,"32,19%",,,,,,
2317,NC,North Carolina,3,n/a,,,,,,,,,,,,
2318,NC,North Carolina,,n/a,,,,,,,,,,,,
2319,NC,North Carolina,4,H6NC04037,(I),David,Price,"Price, David",D,"74,75%",,,,,,
2320,NC,North Carolina,4,H4NC04115,,Paul,Wright,"Wright, Paul",R,"25,25%",,,,,,
2321,NC,North Carolina,4,n/a,,,,,,,,,,,,
2322,NC,North Carolina,,n/a,,,,,,,,,,,,
2323,NC,North Carolina,5,H4NC05146,(I),Virginia,Foxx,"Foxx, Virginia",R,"61,02%",,,,,,
2324,NC,North Carolina,5,H4NC05286,,Philip,Doyle,"Doyle, Philip",R,,,,,,,
2325,NC,North Carolina,5,n/a,,,,,R,,,,,,,
2326,NC,North Carolina,5,H4NC05245,,Joshua (Josh),Brannon,"Brannon, Joshua (Josh)",D,"38,98%",,,,,,
2327,NC,North Carolina,5,H4NC05260,,Gardenia,Henley,"Henley, Gardenia",D,,,,,,,
2328,NC,North Carolina,5,H4NC05252,,Michael W.,Holleman,"Holleman, Michael W. ",D,,,,,,,
2329,NC,North Carolina,5,H4NC05278,,Will,Stinson,"Stinson, Will",D,,,,,,,
2330,NC,North Carolina,5,n/a,,,,,D,,,,,,,
2331,NC,North Carolina,5,n/a,,,,,,,,,,,,
2332,NC,North Carolina,,n/a,,,,,,,,,,,,
2333,NC,North Carolina,6,H4NC06052,,Mark,Walker,,R,"58,67%",,,,,,
2334,NC,North Carolina,6,H4NC06102,,"Phil, Jr.",Berger,,R,,,,,,,
2335,NC,North Carolina,6,H4NC06110,,Bruce,VonCannon,"VonCannon, Bruce",R,,,,,,,
2336,NC,North Carolina,6,H4NC06128,,Zach,Matheny,,R,,,,,,,
2337,NC,North Carolina,6,H0NC06175,,Jeff,Phillips,"Phillips, Jeff",R,,,,,,,
2338,NC,North Carolina,6,H4NC06060,,Don,Webb,"Webb, Don",R,,,,,,,
2339,NC,North Carolina,6,H4NC06151,,Mike,Causey,"Causey, Mike",R,,,,,,,
2340,NC,North Carolina,6,H4NC06144,,Kenn,Kopf,"Kopf, Kenn",R,,,,,,,
2341,NC,North Carolina,6,H6NC13020,,Charlie,Sutherland,"Sutherland, Charlie",R,,,,,,,
2342,NC,North Carolina,6,n/a,,,,,R,,,,,,,
2343,NC,North Carolina,6,H4NC06086,,Laura,Fjeld,"Fjeld, Laura",D,"41,33%",,,,,,
2344,NC,North Carolina,6,H4NC06136,,Bruce,Davis,"Davis, Bruce",D,,,,,,,
2345,NC,North Carolina,6,n/a,,,,,D,,,,,,,
2346,NC,North Carolina,6,n/a,,,,,,,,,,,,
2347,NC,North Carolina,,n/a,,,,,,,,,,,,
2348,NC,North Carolina,7,H2NC07096,,David,Rouzer,"Rouzer, David",R,"59,35%",,,,,,
2349,NC,North Carolina,7,H4NC07076,,Woody,White,"White, Woody",R,,,,,,,
2350,NC,North Carolina,7,H4NC07084,,Chris,Andrade,,R,,,,,,,
2351,NC,North Carolina,7,n/a,,,,,R,,,,,,,
2352,NC,North Carolina,7,H4NC07068,,"Jonathan, Jr.",Barfield,,D,"37,11%",,,,,,
2353,NC,North Carolina,7,H4NC07092,,"Walter A., Jr.",Martin,"Martin, Walter A., Jr.",D,,,,,,,
2354,NC,North Carolina,7,n/a,,,,,D,,,,,,,
2355,NC,North Carolina,7,H4NC07100,,J. Wesley,Casteen,"Casteen, J. Wesley",LIB,"3,47%",,,,,,
2356,NC,North Carolina,7,n/a,,,Scattered,Scattered,W,"0,07%",,,,,,
2357,NC,North Carolina,7,H4NC07118,,Louis,Harmati,"Harmati, Louis",W,"0,00%",,,,,,
2358,NC,North Carolina,7,n/a,,,,,,,,,,,,
2359,NC,North Carolina,,n/a,,,,,,,,,,,,
2360,NC,North Carolina,8,H2NC08185,(I),Richard,Hudson,,R,"64,86%",,,,,,
2361,NC,North Carolina,8,H2NC08219,,Antonio,Blue,"Blue, Antonio",D,"35,14%",,,,,,
2362,NC,North Carolina,8,n/a,,,,,,,,,,,,
2363,NC,North Carolina,,n/a,,,,,,,,,,,,
2364,NC,North Carolina,9,H2NC09134,(I),Robert,Pittenger,"Pittenger, Robert",R,"93,90%",,,,,,
2365,NC,North Carolina,9,H4NC09148,,Michael,Steinberg,"Steinberg, Michael  ",R,,,,,,,
2366,NC,North Carolina,9,n/a,,,,,R,,,,,,,
2367,NC,North Carolina,9,n/a,,,Scattered,Scattered,W,"4,73%",,,,,,
2368,NC,North Carolina,9,H4NC09130,,Shawn,Eckles,"Eckles, Shawn",W,"1,36%",,,,,,
2369,NC,North Carolina,9,n/a,,,,,,,,,,,,
2370,NC,North Carolina,,n/a,,,,,,,,,,,,
2371,NC,North Carolina,10,H4NC10047,(I),Patrick,McHenry,"McHenry, Patrick",R,"61,02%",,,,,,
2372,NC,North Carolina,10,H4NC10096,,Richard,Lynch,"Lynch, Richard",R,,,,,,,
2373,NC,North Carolina,10,n/a,,,,,R,,,,,,,
2374,NC,North Carolina,10,H4NC10104,,Tate,MacQueen,"MacQueen, Tate",D,"38,98%",,,,,,
2375,NC,North Carolina,10,n/a,,,,,,,,,,,,
2376,NC,North Carolina,,n/a,,,,,,,,,,,,
2377,NC,North Carolina,11,H2NC11080,(I),Mark,Meadows,"Meadows, Mark",R,"62,90%",,,,,,
2378,NC,North Carolina,11,H4NC11086,,Tom,Hill,,D,"37,10%",,,,,,
2379,NC,North Carolina,11,H4NC11078,,Keith,Ruehl,"Ruehl, Keith",D,,,,,,,
2380,NC,North Carolina,11,n/a,,,,,D,,,,,,,
2381,NC,North Carolina,11,n/a,,,,,,,,,,,,
2382,NC,North Carolina,,n/a,,,,,,,,,,,,
2383,NC,North Carolina,12 - FULL TERM,H4NC12100,,Alma,Adams,"Adams, Alma",D,"75,35%",,,,,,
2384,NC,North Carolina,12 - FULL TERM,H4NC12084,,Malcolm,Graham,"Graham, Malcolm",D,,,,,,,
2385,NC,North Carolina,12 - FULL TERM,H4NC12076,,George,Battle,"Battle, George",D,,,,,,,
2386,NC,North Carolina,12 - FULL TERM,H4NC12050,,Marcus,Brandon,"Brandon, Marcus",D,,,,,,,
2387,NC,North Carolina,12 - FULL TERM,H4NC12126,,James (Smuggie),Mitchell,,D,,,,,,,
2388,NC,North Carolina,12 - FULL TERM,H4NC12092,,Curtis C.,Osborne,"Osborne, Curtis C.",D,,,,,,,
2389,NC,North Carolina,12 - FULL TERM,H4NC12159,,Rajive,Patel,,D,,,,,,,
2390,NC,North Carolina,12 - FULL TERM,n/a,,,,,D,,,,,,,
2391,NC,North Carolina,12 - FULL TERM,H4NC12134,,Vince,Coakley,"Coakley, Vince",R,"24,65%",,,,,,
2392,NC,North Carolina,12 - FULL TERM,H4NC12142,,Leon,Threatt,,R,,,,,,,
2393,NC,North Carolina,12 - FULL TERM,n/a,,,,,R,,,,,,,
